Customer Action ID,Customer Action Name,Action Description,Azure Policy Details,Additional Details,Action Type
CMA_0443,Restrict access to audit information,"Azure restricts management of audit functionality within Azure to the service teams and Azure Security team with approved least privilege and separation of duties role-based access. If the audit logs contain customer information, the logs are further restricted to a defined access group managed by the service team and restricted to need-to-know personnel. These personnel do not have the ability to modify or delete audit records from the central log repositories, and if they disable logging, that action itself is logged and investigated.  
  
Microsoft recommends that your organization restrict and authorize access to audit management functionality to a subset of privileged users to protect the integrity of audit information and audit tools. Individuals with privileged access to an information system and who are also the subject of an audit by that system, may affect the reliability of audit information by inhibiting audit activities or modifying audit records. It is recommended to further define privileged access between audit-related privileges and other privileges, thus limiting the users with audit-related privileges. It is also recommended to enforce dual authorization for movement and deletion of organization-defined audit information.  
  
**How to Use Microsoft Solutions to Implement**  
Your organization can manage access to security logs in Azure through Azure's security management and monitoring process, based on Azure's role-based access model. For more information, see: https://docs.microsoft.com/en-us/azure/security/fundamentals/management-monitoring-overview.  
  
**Learn More**  
Azure security logging and auditing: https://docs.microsoft.com/en-us/azure/security/fundamentals/log-audit  
Audit logs in Azure Active Directory: https://docs.microsoft.com/en-us/azure/active-directory/reports-monitoring/concept-audit-logs  
Security Control: Logging and Monitoring: https://docs.microsoft.com/en-us/security/benchmark/azure/security-control-logging-monitoring",,,Technical
CMA_0446,Restrict access to privileged accounts,"Microsoft recommends that your organization restrict access to privileged accounts and roles in key business applications. Your organization should consider creating and maintaining Privileged Access Control policies,  standard operating procedures, and training that include details for restricting access to privileged accounts and roles in sensitive systems. It is recommended that your organization ensure dedicated machines are used for all privileged tasks and these machines are separated from the primary network and not permitted Internet access. Various governmental regulations and standards recommend that your organization do not allow foreign nationals to have privileged access to applications that have access to certain data.  
  
Learn more:   
https://docs.microsoft.com/en-us/azure/active-directory/privileged-identity-management/pim-getting-started",,,Operational
CMA_0449,Restrict communications,"Microsoft recommends that your organization restrict communications between two groups or certain people inside your organization in order to avoid a conflict of interest and safeguard internal information. It is recommended that your organization's employees are aware of their responsibilities related to protecting the confidentiality of organizational information. Your organization may also implement restrictions such as requiring encryption for messages sent internally, including via collaboration platforms, email and fax.  
  
**How to Use Microsoft Solutions to Implement**  
Your organization can use the Azure data protection considerations to protect data assets. For more information, please see: https://docs.microsoft.com/en-us/azure/architecture/framework/security/design-storage.",,,Technical
CMA_0450,Restrict media use,"Microsoft recommends that your organization restrict the use of certain types of media on information systems (e.g. restricting/prohibiting the use of flash drives or external hard disk drives). Your organization can employ technical and non-technical safeguards (e.g. policies, procedures, rules of behavior) to restrict the use of information system media and also prohibit the use of sanitization-resistant media (e.g. bompact flash, embedded flash on boards and devices, solid state drives, and USB removable media) in organizational information systems.",,,Operational
CMA_0455,Retain terminated user data,"Microsoft recommends that your organization create and maintain Personnel Security policies and standard operating procedures that include processes for retaining access to applicable organizational information and information systems formerly controlled by a terminated employee.  
  
**How to Use Microsoft Solutions to Implement**  
Your organization can use the Azure data protection considerations to protect data assets. For more information, please see: https://docs.microsoft.com/en-us/azure/architecture/framework/security/design-storage.",,,Technical
CMA_0456,Retain training records,"Microsoft recommends that your organization retain individual training records for a prescribed time period. Training records may include attendance record, training package content, name of the instructor, dates of training, and results of any examinations or assessments. Consider creating and maintaining Security Awareness and Training policies and standard operating procedures to ensure that your organization retain individual training records for an organization-defined time period. If your organization has not defined a time period or there is no regulation defined time period, Microsoft recommends that these records are retained for at least one year. Microsoft also recommended that your organization define training supporting documentation retention policies in your automatic retention enforcement solutions, if possible.  
  
**How to Use Microsoft Solutions to Implement**  
Your organization can manage data retention configurations through Azure TIme Series Insights, for more information on data retention and managing your Azure environment, go to: https://docs.microsoft.com/en-us/azure/time-series-insights/time-series-insights-concepts-retention.  
  
**Learn More**  
Configuring Data Retention in Azure: https://docs.microsoft.com/en-us/azure/time-series-insights/time-series-insights-how-to-configure-retention",,,Technical
CMA_0457,Review access control policies and procedures,Microsoft recommends that your organization review and update your Access Control policies and standard operating procedures on a periodic basis. Microsoft recommends that your organization document the periodic review within a 'Revision History' section of each document. We also recommend that you update organizational Access Control policies at least every three years and update organizational Access Control procedures at least annually.,,,Documentation
CMA_0458,Review access requests in Privileged Access Management solution for cloud accounts,"Microsoft recommends that your organization review and respond to privilege access requests in either a centralized access request solution or a specialized privileged access management request solution. This allows for documentation of requests and approvals and allows for more cohesive management of privileged accounts. The requirements for what must be included in each account will vary based on organization and regulatory requirements, but justification and expiration date are often included in requests.  
  
How to Use Microsoft Solutions to Implement:  
Microsoft recommends that your organization review access requests from Azure Active Directory (AD) roles to approve or deny privileged access. Your organization can use Privileged Identity Management in Azure AD to delegate approvers as well as approve pending access requests. Your organization may consider selecting two or more approvers for each role to reduce workload for the privileged role administrator. In Privileged Identity Management, approvers have 24 hours to approve requests. If a request is not approved within 24 hours, then the eligible user must re-submit a new request. The 24 hour approval time window is not configurable. Select **Launch Now** to open the ** Privileged Identity Management** page within the Azure Active Directory admin center and review pending requests.  
  
Prerequisites and licensing requirements:  
[Next Steps](https://aka.ms/AAa0tkl)  
[Prerequisites](https://aka.ms/AAa1lgb)  
[Launch Now](https://aka.ms/AA9zo28)  
  
Learn More:  
[Approve or deny requests for Azure resource roles in Privileged Identity Management](https://aka.ms/AA9xw5c)",,,Technical
CMA_0464,Review and remediate cloud anomaly detection alerts,"Microsoft recommends that your organization review and remediate anomaly detection alerts across your cloud environment, including creating new policies or edit existing policies based on the alerts you see.  
  
How to Use Microsoft Solutions to Implement:  
Select **Launch Now** to go to Alerts in Cloud App Security for alert triage, investigation, and remediation. Select on each alert to view related user activity and remediation options.  
[Launch Now](https://aka.ms/AAa02qw)  
  
Learn More:  
[Microsoft Cloud App Security overview](https://aka.ms/AA9y54j)  
[Monitor alerts in Cloud App Security](https://aka.ms/AA9yiae)",,,Technical
CMA_0465,Review and sign revised rules of behavior,Microsoft recommends that your organization require users to read and re-sign your organization's rules of behavior when they are revised or updated. Your organization should consider creating and maintaining Personnel Security policies and standard operating procedures that include a process having users read and re-sign the rules of behavior after any changes are made.,,,Operational
CMA_0469,Review cloud service provider’s compliance with policies and agreements,"Microsoft recommends that your organization ensure that the Cloud Service Provider's comply with your organization's security requirements and cloud services agreement. These agreements will cover many things including the requirements for the Cloud Service Provider to inform your organization if your organization's data was misused, used for reasons other than those previously agreed on, or was not encrypted when encryption was expected. It is recommended that your organization validate what information the provider should disclose to your organization and in what timeframe. This may include items such as the cause, time, duration, type, scope of the access, and risk associated with the access. These requirements are especially relevant for Cloud Service Providers who may be handling your organization's personal data.",,,Operational
CMA_0482,Revoke emergency/temporary access,"Microsoft recommends that your organization remove or disable any temporary or emergency accounts after the account is no longer needed. Microsoft recommends your organization use a centralized identity management platform to manage the lifecycle of temporary or emergency accounts  and regularly run reports to flag inactivity on temporary or emergency accounts so they can be removed.  
  
How to Use Microsoft Solutions to Implement:  
Your organization may use Azure Active Directory (AD) to manage any temporary or emergency accounts. Microsoft recommends reviewing these accounts at least monthly. Select **Launch Now** to access the **Users** page where you can select a user and manage temporary or emergency accounts.  
  
[Launch Now](https://aka.ms/AA9z7h8)  
  
Learn More:  
[Manage emergency-access administrative accounts in Azure-AD](https://aka.ms/AA9xp2r)  
[Delete a user from your organization](https://aka.ms/AA9z2pg)  
[User account management](https://aka.ms/AA9z34z)",,,Technical
CMA_0483,Revoke privileged roles as appropriate,"Microsoft recommends that your organization revoke privileged role assignments when they are no longer appropriate, such as upon termination, resignation, transfer, or as a result of the unauthorized collection, use, disclosure, retention or disposal of personal data by the employee. Your organization should consider creating and maintaining Access Control policies and standard operating procedures that include a process for revoking privileges when a privileged role assignment is no longer appropriate. It is recommended that your organization disable accounts of users posing a significant risk within 30 minutes unless otherwise defined in the formal organizational policy or as per the organization defined time period of discovery of the risk.  
  
The Canada Personal Health Information Protection Act (PHIPA) has specific requirements regarding revoking privileged roles. If a health care practitioner that is a member of a College and is employed by a health information custodian (or is an agent of the custodian) is subject to having their privileges revoked or suspended in relation to potential misuse of personal data, the Canada PHIPA requires the health information custodian to give written notice to the College within 30 days.",,,Operational
CMA_0484,Route traffic through managed network access points,"Microsoft recommends that you route remote access connections through managed network access control points. You should monitor customer-deployed resources, including the monitoring of inbound and outbound communications traffic at the customer-defined frequency, for unusual or unauthorized activities/conditions.",,,Operational
CMA_0489,Secure commitment from leadership,Microsoft recommends that your organization secure the approval and budget from appropriate leadership for corporate-wide initiatives and projects. It is recommended that projects provide a reliable and accurate forecast of costs so enterprise needs are met in an optimal matter where there is a higher likelihood of IT benefit and change.,,,Operational
CMA_0491,Secure the interface to external systems,Microsoft recommends that your organization to implement and manage secure interfaces to each external communication services.,,,Operational
CMA_0492,Separate duties of individuals,"Microsoft recommends that your organization separate duties of your organizational users as necessary and comply with your organizational policies to prevent malevolent activity without collusion. Microsoft recommends that your Access Control policies and standard operating procedures include details about the separation of duties, how user roles are defined, and how system privileges are assigned. Depending on the size of your organization, you may want to designate several admins who serve different functions. Your organization can enabled automated enforcement of these policies and should regularly review access rights to identify and remediate separation of duties conflicts.",,,Operational
CMA_0494,Set a mobile device management authority,"Microsoft recommends that your organization set a mobile device management (MDM) authority to allow administrators the ability to manage the configuration settings for devices throughout your organization.  
  
How to Use Microsoft Solutions to Implement:  
Your organization can configure Intune as your mobile device management. Select **Launch Now** to open the Microsoft Endpoint Manager admin center and select the orange banner to open the **Mobile Device Management Authority** setting. The orange banner is only displayed if you have not yet set the MDM authority. Under Mobile Device Management Authority, choose your MDM authority from the following options:  
- Intune MDM Authority  
- None  
You can change your MDM authority without having to contact Microsoft Support and without having to unenroll and reenroll your existing managed devices. Intune enables organizations to protect and secure their resources and data, and from different devices by:  
- Supporting a diverse mobile environment and manage iOS/iPadOS, Android, Windows, and macOS devices securely  
- Making sure devices and apps are compliant with your organization's security requirements  
- Creating policies that help keep your organization data safe on organization-owned and personal devices  
- Using a single, unified mobile solution to enforce these policies, and help manage devices, apps, users, and groups  
- Protecting your company information by helping to control the way your workforce accesses and shares its data.  
  
Prerequisites and licensing requirements:  
[How to get Intune](https://aka.ms/AAa0y5q)  
[Launch Now](https://aka.ms/AAa05ca)  
  
Learn More:  
[Set the mobile device management authority](https://aka.ms/AA9xvuq)  
[Device management overview](https://aka.ms/AA9z2ru)",,,Technical
CMA_0502,Set system message for users attempting to log on,"Azure does not display a warning banner on customer interfaces. Based on review of requirements and discussions with Azure environment service owners, this control is not applicable to the customer-facing components of the Azure environment as Azure is a commercial service and customers are responsible for implementing this control either at the proxy level, the application/client level, or on their ADFS server that authenticates their users who access the Azure environment.  
  
Microsoft recommends that your organization display an information system use message or banner before granting access to any information systems.  This text is often used for legal reasons — for example, to warn users about the ramifications of misusing company information, or to warn them that their actions might be audited. Not using this warning-message policy setting leaves your organization legally vulnerable to trespassers who unlawfully penetrate your network. Legal precedents have established that organizations that display warnings to users who connect to their servers over a network have a higher rate of successfully prosecuting trespassers. When these policy settings are configured in the registry, users will see a dialog box before they can log on to the server console. Any warning that you display in the title or text should be approved by representatives from your organization's legal and human resources departments. Any such message or banner should be consistent with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance and state that users are accessing a United States Government information system, information system usage may be monitored, recorded, and subject to audit; unauthorized use of the information system is prohibited and subject to criminal and civil penalties; and use of the information system indicates consent to monitoring and recording. For publicly accessible systems. Your organization should display system use information before granting access, display references (if any) to monitoring, recording, or auditing that are consistent with privacy accommodations for such systems that generally prohibit those activities, and include a description of the authorized uses of the system.  
  
**How to Use Microsoft Solutions to Implement**  
Your organization can use Azure CLI to configure logon settings for your Azure environment. For more information on Azure CLI, go to: https://docs.microsoft.com/en-us/cli/azure/authenticate-azure-cli.  
  
**Learn More**  
Azure Cloud Shell: https://docs.microsoft.com/en-us/azure/cloud-shell/overview",,,Technical
CMA_0509,Test the business continuity and disaster recovery plan,"Microsoft recommends that your organization assesses the effectiveness of the Business Continuity Plan and Disaster Recovery Plan through testing (i.e., tabletop or simulated crisis exercises). We recommend tests that:  
-	Are consistent with its business continuity objectives  
-	Are based on appropriate scenarios that are well planned  
-	Employ mechanisms to disrupt and adversely affect the system or system component  
-	Develop teamwork, competence, confidence, and knowledge for those who have roles to perform in relation to disruptions  
-	Validate business continuity strategies and solutions  
-	Use a sample of backup information in the restoration of selected system functions  
-	Include alternate facilities  
-	Include utilities services  
-	Produce formal post-exercise reports that contain outcomes, recommendations, and actions to implement improvements and those results are shared with key stakeholders  
-	Are performed at planned intervals  
-	Include automated mechanisms  
-	Are coordinated with organizational elements responsible for related plans  
Microsoft recommends that your organization update the Business Continuity Plan and Disaster Recovery Plan based on the results of testing and initiate corrective actions if required. We recommend that your organization develop and adequately communicate the crisis plan to appropriate internal and external stakeholders. It is also suggested that your organization establish and communicate standard procedures for reporting possible information security incidents to a designated officer or organizational unit or appropriate law enforcement authorities. It is recommended that your organization notify law enforcement authorities about any situations involving criminal violations requiring immediate attention. Philippine’s regulations require your organization to notify the National Privacy Commission of any incident involving unauthorized disclosure of sensitive personal information and to notify affected customers. It is recommended to consider the potential impact of evolving cyber events and incorporate this into your organization's business continuity planning, while instituting adequate cyber resilience capabilities. It is also suggested to consider cyber-related attacks and incidents in the business continuity management and recovery processes to achieve cyber resilience.",,,Operational
CMA_0512,Turn on hardware isolation application managed mode,"Microsoft recommends that your organization define your corporate boundaries by implementing a mechanism which adds trusted domains and automatically redirects any browser requests to add non-enterprise domain(s) in a container. Your organization should prevent employees from browsing untrusted sites with malicious behavior as this can expose the host PC to attackers gaining access to sensitive data such as enterprise credentials.  
  
**How to Use Microsoft Solutions to Implement**  
Your organizaiton can several processes in your Azure environment to ensure isolation of physical infrastructure. For more information, go to: https://docs.microsoft.com/en-us/azure/security/fundamentals/isolation-choices.  
  
**Learn More**  
Microsoft Defender for Endpoint: https://docs.microsoft.com/en-us/azure/security-center/security-center-wdatp?tabs=windows",,,Technical
CMA_0514,Turn on sensors for endpoint security solution,"Microsoft recommends that your organization turn on an endpoint security solution sensor for colleting and processing behavioral signals from the operating system.  
  
How to Use Microsoft Solutions to Implement:  
Your organization can enable Microsoft Defender for Endpoint sensors to send the sensor data to your private, isolated, cloud instance of Microsoft Defender for Endpoint . Without this enabled, the Microsoft Defender for Endpoint  service will not be able to determine the security state of machines that are not sending sensor data. Select **Learn More ** to troubleshoot Microsoft Defender for Endpoint.  
  
Learn More:  
[Troubleshoot Microsoft Defender for Endpoint onboarding issues](https://aka.ms/AAayo6k)",,,Technical
CMA_0515,Undergo independent security review,"Microsoft recommends that your organization engage appropriately skilled and functionally independent specialists to test the design and operating effectiveness of information security controls, including those maintained by related parties and third parties at least annually, when there is a material change to information assets or the business environment, or according to a timeframe determined by the security classification of the information system. It is recommended that your organization identify and assign the responsibilities to an accredited auditor who is a certified individual from standard institutions or associations in the respective domain.  
  
Your organization should consider creating and maintaining Information Security policies and standard operating procedures that include requirements for independent reviews, mechanisms to assess compliance with, and the ongoing effectiveness of the information security policy framework. The review or audit process is required to adhere to the code of professional ethics, standards, and confidentiality terms.",,,Operational
CMA_0518,Update information security policies,"Microsoft recommends that your organization regularly review and update your Information Security policies and procedures at an organizationally defined frequency, or annually if your organization has not defined a frequency. Your organization may also review these policies after the occurrence of a serious security incident. Your organization should consider creating and maintaining Information Security policies and standard operating procedures and update them when significant changes occur to ensure their continued suitability and effectiveness.  
  
Your organization may establish a process to notify clients when material changes are made to security/privacy policies that have a direct impact on content assets.",,,Operational
CMA_0519,Update interconnection security agreements,"Microsoft recommends that your organization implement security and data protection controls for information systems and devices used to access your network, platforms, or software. Your organization should consider creating and maintaining Security Assessment and Authorization policies and standard operating procedures that include reviewing, monitoring, and updating any Interconnection Security Agreements to verify that your organization's security requirements are enforced.",,,Operational
CMA_0520,Update organizational access agreements,"Microsoft recommends that your organization review and update access agreements for information systems on an organizationally-defined frequency. Your organization should consider creating and maintaining Personnel Security policies and standard operating procedures that include processes for updating access agreements for information systems on an organizationally-defined frequency. If your organization has not defined a frequency, we recommend at least annually.",,,Operational
CMA_0521,Update rules of behavior and access agreements,"Microsoft recommends that your organization review and update it's rules of behavior at an organizationally-defined frequency, or if your organization has not defined a frequency, at least every three years. Your organization should consider creating and maintaining Security Planning policies and standard operating procedures that include a process for regularly reviewing and updating your organization's rules of behavior.",,,Operational
CMA_0522,Update rules of behavior and access agreements every 3 years,Microsoft recommends that your organization review and update it's rules of behavior at least every three years. Your organization should consider creating and maintaining Personnel Security policies and standard operating procedures that include a process for regularly reviewing and updating your organization's rules of behavior at least every three years.,,,Operational
CMA_0531,Use limited administrative roles,"Microsoft recommends that your organization utilize limited administrator roles. Limited administrators are users who have more privileges than standard users, but not as many privileges as global admins. Leveraging limited administrator roles to perform required administrative work reduces the number of high value, high impact global admin role holders you have. It is recommended that your organization monitor the activity of the limited administrator roles and implement a process for authorizing and tracking granting limited administrator role privileges.  
  
How to Use Microsoft Solutions to Implement:  
Your organization  can use Azure Active Directory to assign users to limited administrator roles. Select **Launch Now** to reduce the number of persistent global administrator roles assigned to users in your organization. Assigning user roles like Password Administrator or Exchange Online Administrator, instead of Global Administrator, reduces the likelihood of a global administrative privileged account being breached.  
  
[Launch Now](https://aka.ms/AAa02p2)  
  
Learn More:  
[Delegate administration in Azure Active Directory](https://aka.ms/AA9xp2t)  
[Administrator roles by admin task in Azure Active Directory](https://aka.ms/AA9yw8x)  
[View and assign administrator roles in Azure Active Directory](https://aka.ms/AA9ywpx)",,,Technical
CMA_0533,Use privileged identity management,"Microsoft recommends that your organization adopt privileged identities mechanisms to control and monitor privileged roles and user activity.  
  
<br><br>**How to Use Microsoft Solutions to Implement**  
<br>Your organization can use **Privileged Identity Management** to manage privileged administrative roles across Azure AD, Azure resources, and other Microsoft Online Services. Select **Launch Now** to open the ** Privileged Identity Management** page within the Azure Active Directory admin center. Select **Azure AD roles** > **Role settings** to edit the roles you want to edit.  
  
<br><br>**Prerequisites and licensing requirements**  
<br>[Next Steps](https://aka.ms/AAa0tkl)  
<br>[Prerequisites](https://aka.ms/AAa1lgb)  
<br><br><br>[Launch Now](https://aka.ms/AAa0bdh)  
  
<br><br>**Learn More**  
<br>[Privileged Identity Management](https://aka.ms/AA9xvqr)  
<br>[Deploy Privileged Identity Management Deployment Plan](https://aka.ms/AA9yfuo)  
<br>[Configure Azure AD Role Settings in Privileged Identity Management](https://aka.ms/AA9yimm)  
<br>",,,Operational
CMA_0538,Verify identity before distributing authenticators,"Microsoft recommends that your organization verify the identity of any individual, group, role, or device receiving an authenticator as part of the initial authenticator distribution process. It is recommended that the entire proofing process be done over authenticated protected channels to protect the data from unauthorized disclosure. The verification can be done in-person or remotely, and the verification of identity evidence can be done through knowledge-based verification, physical verification, or digital verification based on applicable legal and regulatory requirements. Your organization is recommended to determine the requirements for supervised remote identity proofing and enrollment transactions, such as having continuous monitoring of the user and training operators to detect fraud, among others. NIST 800-63A recommends using fraud mitigation measures to ensure confidence in identity proofing, such as inspecting geolocation, examining the device characteristics of the applicant, evaluating behavioral characteristics, validating the physical security of evidence, or checking vital statistic repositories such as the Death Master File (DMF). During the verification process, it is recommended that your organization determine maximum attempts allowed by the individual and session timeout requirements. Your organization may also consider allowing users to change the verification method if needed.  
  
It is recommended that all verification methods and processes are documented and distributed to relevant stakeholders. Your organization should consider creating and maintaining Identification and Authentication policies and standard operating procedures that include details for a process for verifying the identity of any entity receiving an authenticator.  
  
Your organization may use identity proofing as a way to verify identity before distributing authenticators. Microsoft recommends that your organization implement a formal registration process to receive these authenticators in person or by a trusted party to reinforce the trustworthiness of the identity proofing process. However, identity proofing should not be conducted as a way to determine if the user is suitable for receiving services by your organization.",,,Operational
CMA_0540,Verify personal data is deleted at the end of processing,"Microsoft recommends that your organization delete personal data at the end of processing or when the data subject revokes consent. The following circumstances are exceptions from the obligation to delete personal data at the end of processing: compliance with a regulatory obligation, research studies ensuring anonymization of personal data, third party transfers, or for exclusive use by your organization where third-party access is prohibited and the data has been anonymized. It is encouraged to restrict access to the data if your organization is unable to delete the data at the end of processing or when the data subject revokes consent.  
It is recommended to ensure that data is properly deletion and disposed of. If the deletion or disposition of data is delegated to a third party, it is recommended to monitor the third party to prohibit and avoid unauthorized access, acquisition, or use of personal information during the collection, transportation, and disposal of materials containing personal information.",,,Operational
CMA_0541,Verify security controls for external information systems,"Microsoft recommends that your organization verify the implementation of required security controls on any external systems as specified in your organization's information security policy or security plan, prior to authorizing individuals to use an external information system. Your organization should consider creating and maintaining Access Control policies and standard operating procedures that include details about the processes used to verify the implementation of required security controls on external information systems. It is recommended that the policies and standards include guidance on when third-party authorized individuals may access the information system or to process, store, or transmit organization-controlled information.   
  
It is recommended that these policies and procedures are regularly reviewed and updated and include the requirements for protecting controlled unclassified information. Additionally, Microsoft recommends that organizations processing personal health information carry out suitable tests of the system (Clinical users for clinically relevant system features) and establish acceptance criteria.",,,Operational
CMA_0544,View and configure system diagnostic data,"Microsoft recommends that your organization configure its operating system diagnostic data to ensure the system is reliable, performant, and up to date. This can also help your organization to plan, prepare, and manage the availability of adequate capacity and resources to deliver the required system performance. Your organization can more easily respond to gaps related to system performance by having a clear view and understanding of the diagnostic data.  
  
Your organization can configure Windows diagnostics data through an agent in Azure monitor. This agent collects monitoring events from the operating system of Azure resources for review and custom configuration. For more information on diagnostics extension overview, go to: https://docs.microsoft.com/en-us/azure/azure-monitor/agents/diagnostics-extension-overview.  
  
**Learn More**  
Azure Monitor: https://docs.microsoft.com/en-us/azure/azure-monitor/agents/agents-overview",,,Technical
CMA_C1009,Notify Account Managers of customer controlled accounts,"The customer is responsible for notifying account managers (defined in AC-02.b) of all customer-controlled accounts when users are terminated or transferred, accounts are no longer required, or system usage or need-to-know changes. 

All federal customers in the Azure environment use identity federation and are responsible for having a process in place for account management of their users including creating new user accounts for new employees, reviewing accounts periodically, modifying access in accordance with changes to employee job responsibilities, and disabling the accounts of terminated employees. The processes should be automatically audited, and notifications should be sent to appropriate individuals as required. Changes made to users’ permissions in the Federal Customer AD are reflected in the claim presented via ADFS the next time a Federal user is authenticated.",,,Technical
CMA_C1022,Terminate customer controlled account credentials,The customer is responsible for the termination of customer-controlled shared/group account credentials.,,,Technical
CMA_C1025,Report atypical behavior of user accounts,The customer is responsible for reporting atypical behavior of customer-controlled accounts.,,,Technical
CMA_C1039,Review user privileges,The customer is responsible for reviewing user privileges of customer-controlled accounts.,,,Technical
CMA_C1040,Reassign or remove user privileges as needed,The customer is responsible for reassigning or removing privileges for customer-controlled accounts when appropriate.,,,Technical
CMA_C1044,Enforce a limit of consecutive failed login attempts,The customer is responsible for enforcing a limit of consecutive failed login attempts on customer-deployed resources.,,,Technical
CMA_C1054,Terminate user session automatically,The customer is responsible for defining and enforcing events or conditions requiring the termination of a user session on customer-deployed resources.,,,Technical
CMA_C1076,Establish terms and conditions for accessing resources,The customer is responsible for establishing terms and conditions allowing authorized individuals to access the customer-deployed resources from external information systems.,,,Technical
CMA_C1077,Establish terms and conditions for processing resources,"The customer is responsible for establishing terms and conditions allowing authorized individuals to process, store, or transmit customer-controlled information using external information systems.",,,Technical
CMA_C1083,Designate authorized personnel to post publicly accessible information,The customer is responsible for designating authorized personnel to post publicly accessible information on customer-deployed resources.,,,Technical
CMA_C1084,Train personnel on disclosure of nonpublic information,The customer is responsible for training the personnel defined in AC-21.a to prevent disclosure of nonpublic customer-controlled information.,,,Technical
CMA_C1090,Provide updated security awareness training,The customer is responsible for providing updated basic security awareness training to all users when required by changes to customer-deployed resources.,,,Operational
CMA_C1091,Provide periodic security awareness training,"The customer is responsible for providing ongoing, periodic basic security awareness training to all users.",,,Operational
CMA_C1094,Provide role-based security training,The customer is responsible for providing role-based security training to all identified roles when required by changes to customer-deployed resources.,,,Operational
CMA_C1095,Provide periodic role-based security training,"The customer is responsible for providing ongoing, periodic role-based security training to all identified roles.",,,Operational
CMA_C1106,Review and update the events defined in AU-02,The customer is responsible for reviewing and updating the events defined in AU-02.,,,Technical
CMA_C1108,Configure Azure Aufit capabilities,The customer is responsible for configuring Azure auditing capabilities on customer-deployed resources to ensure organizational audit record content requirements are implemented.,,,Technical
CMA_C1112,Take actions on audit failures,The customer is responsible for taking action when audit processing failures occur for customer-deployed resources.,,,Technical
CMA_C1123,"Adjust level of audit review, analysis, and reporting","The customer is responsible for adjusting the level of audit review, analysis, and reporting for customer-deployed resources when there is a change in risk based on information provided by law enforcement, intelligence, or other credible sources.",,,Technical
CMA_C1140,Compile Audit records into system wide audit,The customer is responsible for compiling audit records into a system-wide audit trail for customer-deployed resources.,,,Technical
CMA_C1143,Review security assessment and authorization policies and procedures,The customer is responsible for reviewing and updating security assessment and authorization policies and procedures in accordance with FedRAMP requirements.,,,Documentation
CMA_C1144,Develop security assessment plan,"The customer is responsible for developing a security assessment plan for the customer-deployed system. The assessment plan should address the scope of the assessment, including: controls and enhancements; assessment procedures; and the assessment environment, team, and roles/responsibilities.",,,Documentation
CMA_C1145,Assess Security Controls,The customer is responsible for assessing the security controls defined in CA-02.a on customer-deployed resources.,,,Documentation
CMA_C1146,Produce Security Assessment report,The customer is responsible for producing a security assessment report.,,,Documentation
CMA_C1147,Deliver security assessment results,The customer is responsible for delivering the security assessment results to the required individuals/roles.,,,Documentation
CMA_C1148,Employ independent assessors to conduct security control assessments,The customer is responsible for employing independent assessors or assessment teams to conduct security control assessments.,,,Documentation
CMA_C1149,Select additional testing for security control assessments,The customer is responsible for the selection of additional testing to be included as part of security control assessments.,,,Documentation
CMA_C1156,Develop POA&M,"The customer is responsible for developing a plan of action and milestones (POA&M) for customer-deployed resources. The POA&M should include planned remedial actions to correct deficiencies noted during the security assessment (see CA-02) and to reduce/eliminate known vulnerabilities in the system. Additionally, any vulnerabilities found as a result of regular vulnerability scanning (see RA-05) must be included in POA&M reporting.",,,Documentation
CMA_C1157,Update POA&M items,"The customer is responsible for updating POA&M items defined in CA-05.a, which should include findings from security assessments, impact analyses, and continuous monitoring activities.",,,Documentation
CMA_C1158,Assign an authorizing official (AO),The customer is responsible for assigning an authorizing official (AO) for customer-deployed resources.,,,Documentation
CMA_C1159,Ensure resources are authorized,The customer is responsible for ensuring customer-deployed resources are authorized before operations commence.,,,Documentation
CMA_C1171,Employ independent team for penetration testing,"The customer is responsible for employing an independent agent or team to perform penetration testing on customer-deployed resources (note that this may be the 3PAO used for recurring assessments, or it may be a different independent assessor).",,,Documentation
CMA_C1175,Review and update configuration management policies and procedures,The customer is responsible for reviewing and updating configuration management policies and procedures in accordance with FedRAMP requirements.,,,Operational
CMA_C1182,Not allow for information systems to accompany with individuals,"The customer is responsible for not allowing for information systems, system components, or devices to accompany with individuals traveling to locations that the organization deems to be of significant risk with devices. This control is not applicable in the information system.",,,Operational
CMA_C1183,Ensure security safeguards not needed when the individuals return,The organization: security safeguards is not needed to the devices when the individuals return because individuals and devices are not allowed to travel to significant risk locations. This control is not applicable in the information system.,,,Operational
CMA_C1191,Automate proposed documented changes,The customer is responsible for employing automated mechanisms to document proposed changes (see CM-03.b).,,,Operational
CMA_C1192,Automate approval request for proposed changes,The customer is responsible for employing an automated mechanism to route and request approval for proposed changes to customer-deployed resources.,,,Operational
CMA_C1193,Automate process to highlight unreviewed change proposals,The customer is responsible for employing an automated mechanism to highlight unreviewed change proposals.,,,Operational
