Control Family,ID,Ownership,Name,Description,Effect(s),Version,Azure Policy Guid
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Azure Defender for App Service should be enabled,"Azure Defender for App Service leverages the scale of the cloud, and the visibility that Azure has as a cloud provider, to monitor for common web app attacks.","AuditIfNotExists, Disabled",1:00:03,2913021d-f2fd-4f3d-b958-22354e2bdbcb)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Azure Defender for Azure SQL Database servers should be enabled,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",1:00:02,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Azure Defender for DNS should be enabled,Azure Defender for DNS provides an additional layer of protection for your cloud resources by continuously monitoring all DNS queries from your Azure resources. Azure Defender alerts you about suspicious activity at the DNS layer. Learn more about the capabilities of Azure Defender for DNS at https://aka.ms/defender-for-dns . Enabling this Azure Defender plan results in charges. Learn about the pricing details per region on Security Center's pricing page: https://aka.ms/pricing-security-center .,"AuditIfNotExists, Disabled",1:00:00,bdc59948-5574-49b3-bb91-76b7c986428d)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Azure Defender for Key Vault should be enabled,Azure Defender for Key Vault provides an additional layer of protection and security intelligence by detecting unusual and potentially harmful attempts to access or exploit key vault accounts.,"AuditIfNotExists, Disabled",1:00:03,0e6763cc-5078-4e64-889d-ff4d9a839047)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Azure Defender for Resource Manager should be enabled,Azure Defender for Resource Manager automatically monitors the resource management operations in your organization. Azure Defender detects threats and alerts you about suspicious activity. Learn more about the capabilities of Azure Defender for Resource Manager at https://aka.ms/defender-for-resource-manager . Enabling this Azure Defender plan results in charges. Learn about the pricing details per region on Security Center's pricing page: https://aka.ms/pricing-security-center .,"AuditIfNotExists, Disabled",1:00:00,c3d20c29-b36d-48fe-808b-99a87530ad99)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Azure Defender for servers should be enabled,Azure Defender for servers provides real-time threat protection for server workloads and generates hardening recommendations as well as alerts about suspicious activities.,"AuditIfNotExists, Disabled",1:00:03,4da35fc9-c9e7-4960-aec9-797fe7d9051d)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Azure Defender for SQL servers on machines should be enabled,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",1:00:02,6581d072-105e-4418-827f-bd446d56421b)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Azure Defender for SQL should be enabled for unprotected Azure SQL servers,Audit SQL servers without Advanced Data Security,"AuditIfNotExists, Disabled",2:00:01,abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Azure Defender for SQL should be enabled for unprotected SQL Managed Instances,Audit each SQL Managed Instance without advanced data security.,"AuditIfNotExists, Disabled",1:00:02,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Azure Defender for Storage should be enabled,Azure Defender for Storage provides detections of unusual and potentially harmful attempts to access or exploit storage accounts.,"AuditIfNotExists, Disabled",1:00:03,308fbb08-4ab8-4e67-9b29-592e93fb94fa)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Coordinate contingency plans with related plans,CMA_0086 - Coordinate contingency plans with related plans,"Manual, Disabled",1:00:00,c5784049-959f-6067-420c-f4cefae93076)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Develop an incident response plan,CMA_0145 - Develop an incident response plan,"Manual, Disabled",1:00:00,2b4e134f-1e4c-2bff-573e-082d85479b6e)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Develop security safeguards,CMA_0161 - Develop security safeguards,"Manual, Disabled",1:00:00,423f6d9c-0c73-9cc6-64f4-b52242490368)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Email notification for high severity alerts should be enabled,"To ensure the relevant people in your organization are notified when there is a potential security breach in one of your subscriptions, enable email notifications for high severity alerts in Security Center.","AuditIfNotExists, Disabled",1:00:01,6e2593d9-add6-4083-9c9b-4b7d2188c899)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Email notification to subscription owner for high severity alerts should be enabled,"To ensure your subscription owners are notified when there is a potential security breach in their subscription, set email notifications to subscription owners for high severity alerts in Security Center.","AuditIfNotExists, Disabled",2:00:00,0b15565f-aa9e-48ba-8619-45960f2c314d)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Enable network protection,CMA_0238 - Enable network protection,"Manual, Disabled",1:00:00,8c255136-994b-9616-79f5-ae87810e0dcf)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Eradicate contaminated information,CMA_0253 - Eradicate contaminated information,"Manual, Disabled",1:00:00,54a9c072-4a93-2a03-6a43-a060d30383d7)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Execute actions in response to information spills,CMA_0281 - Execute actions in response to information spills,"Manual, Disabled",1:00:00,ba78efc6-795c-64f4-7a02-91effbd34af9)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Implement incident handling,CMA_0318 - Implement incident handling,"Manual, Disabled",1:00:00,433de59e-7a53-a766-02c2-f80f8421469a)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Maintain incident response plan,CMA_0352 - Maintain incident response plan,"Manual, Disabled",1:00:00,37546841-8ea1-5be0-214d-8ac599588332)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Microsoft Defender for Containers should be enabled,"Microsoft Defender for Containers provides hardening, vulnerability assessment and run-time protections for your Azure, hybrid, and multi-cloud Kubernetes environments.","AuditIfNotExists, Disabled",1:00:00,1c988dd6-ade4-430f-a608-2a3e5b0a6d38)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Perform a trend analysis on threats,CMA_0389 - Perform a trend analysis on threats,"Manual, Disabled",1:00:00,50e81644-923d-33fc-6ebb-9733bc8d1a06)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,Subscriptions should have a contact email address for security issues,"To ensure the relevant people in your organization are notified when there is a potential security breach in one of your subscriptions, set a security contact to receive email notifications from Security Center.","AuditIfNotExists, Disabled",1:00:01,4f4f78b8-e367-4b10-a341-d9a4ad5cf1c7)
Incident Handling,NIST SP 800-53 Rev. 5 IR-4,Shared,View and investigate restricted users,CMA_0545 - View and investigate restricted users,"Manual, Disabled",1:00:00,98145a9b-428a-7e81-9d14-ebb154a24f93)
Automated Incident Handling Processes,NIST SP 800-53 Rev. 5 IR-4 (1),Shared,---,---,---,---,
Automated Incident Handling Processes,NIST SP 800-53 Rev. 5 IR-4 (1),Shared,Develop an incident response plan,CMA_0145 - Develop an incident response plan,"Manual, Disabled",1:00:00,2b4e134f-1e4c-2bff-573e-082d85479b6e)
Automated Incident Handling Processes,NIST SP 800-53 Rev. 5 IR-4 (1),Shared,Enable network protection,CMA_0238 - Enable network protection,"Manual, Disabled",1:00:00,8c255136-994b-9616-79f5-ae87810e0dcf)
Automated Incident Handling Processes,NIST SP 800-53 Rev. 5 IR-4 (1),Shared,Implement incident handling,CMA_0318 - Implement incident handling,"Manual, Disabled",1:00:00,433de59e-7a53-a766-02c2-f80f8421469a)
Dynamic Reconfiguration,NIST SP 800-53 Rev. 5 IR-4 (2),Shared,---,---,---,---,
Dynamic Reconfiguration,NIST SP 800-53 Rev. 5 IR-4 (2),Shared,Include dynamic reconfig of customer deployed resources,CMA_C1364 - Include dynamic reconfig of customer deployed resources,"Manual, Disabled",1:00:00,1e0d5ba8-a433-01aa-829c-86b06c9631ec)
Continuity of Operations,NIST SP 800-53 Rev. 5 IR-4 (3),Shared,---,---,---,---,
Continuity of Operations,NIST SP 800-53 Rev. 5 IR-4 (3),Shared,Identify classes of Incidents and Actions taken,CMA_C1365 - Identify classes of Incidents and Actions taken,"Manual, Disabled",1:00:00,23d1a569-2d1e-7f43-9e22-1f94115b7dd5)
Information Correlation,NIST SP 800-53 Rev. 5 IR-4 (4),Shared,---,---,---,---,
Information Correlation,NIST SP 800-53 Rev. 5 IR-4 (4),Shared,Implement incident handling,CMA_0318 - Implement incident handling,"Manual, Disabled",1:00:00,433de59e-7a53-a766-02c2-f80f8421469a)
Insider Threats,NIST SP 800-53 Rev. 5 IR-4 (6),Shared,---,---,---,---,
Insider Threats,NIST SP 800-53 Rev. 5 IR-4 (6),Shared,Implement Incident handling capability,CMA_C1367 - Implement Incident handling capability,"Manual, Disabled",1:00:00,98e33927-8d7f-6d5f-44f5-2469b40b7215)
Correlation with External Organizations,NIST SP 800-53 Rev. 5 IR-4 (8),Shared,---,---,---,---,
Correlation with External Organizations,NIST SP 800-53 Rev. 5 IR-4 (8),Shared,Coordinate with external organizations to achieve cross org perspective,CMA_C1368 - Coordinate with external organizations to achieve cross org perspective,"Manual, Disabled",1:00:00,d4e6a629-28eb-79a9-000b-88030e4823ca)
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,---,---,---,---,
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,Azure Defender for App Service should be enabled,"Azure Defender for App Service leverages the scale of the cloud, and the visibility that Azure has as a cloud provider, to monitor for common web app attacks.","AuditIfNotExists, Disabled",1:00:03,2913021d-f2fd-4f3d-b958-22354e2bdbcb)
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,Azure Defender for Azure SQL Database servers should be enabled,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",1:00:02,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2)
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,Azure Defender for DNS should be enabled,Azure Defender for DNS provides an additional layer of protection for your cloud resources by continuously monitoring all DNS queries from your Azure resources. Azure Defender alerts you about suspicious activity at the DNS layer. Learn more about the capabilities of Azure Defender for DNS at https://aka.ms/defender-for-dns . Enabling this Azure Defender plan results in charges. Learn about the pricing details per region on Security Center's pricing page: https://aka.ms/pricing-security-center .,"AuditIfNotExists, Disabled",1:00:00,bdc59948-5574-49b3-bb91-76b7c986428d)
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,Azure Defender for Key Vault should be enabled,Azure Defender for Key Vault provides an additional layer of protection and security intelligence by detecting unusual and potentially harmful attempts to access or exploit key vault accounts.,"AuditIfNotExists, Disabled",1:00:03,0e6763cc-5078-4e64-889d-ff4d9a839047)
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,Azure Defender for Resource Manager should be enabled,Azure Defender for Resource Manager automatically monitors the resource management operations in your organization. Azure Defender detects threats and alerts you about suspicious activity. Learn more about the capabilities of Azure Defender for Resource Manager at https://aka.ms/defender-for-resource-manager . Enabling this Azure Defender plan results in charges. Learn about the pricing details per region on Security Center's pricing page: https://aka.ms/pricing-security-center .,"AuditIfNotExists, Disabled",1:00:00,c3d20c29-b36d-48fe-808b-99a87530ad99)
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,Azure Defender for servers should be enabled,Azure Defender for servers provides real-time threat protection for server workloads and generates hardening recommendations as well as alerts about suspicious activities.,"AuditIfNotExists, Disabled",1:00:03,4da35fc9-c9e7-4960-aec9-797fe7d9051d)
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,Azure Defender for SQL servers on machines should be enabled,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",1:00:02,6581d072-105e-4418-827f-bd446d56421b)
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,Azure Defender for SQL should be enabled for unprotected Azure SQL servers,Audit SQL servers without Advanced Data Security,"AuditIfNotExists, Disabled",2:00:01,abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9)
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,Azure Defender for SQL should be enabled for unprotected SQL Managed Instances,Audit each SQL Managed Instance without advanced data security.,"AuditIfNotExists, Disabled",1:00:02,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9)
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,Azure Defender for Storage should be enabled,Azure Defender for Storage provides detections of unusual and potentially harmful attempts to access or exploit storage accounts.,"AuditIfNotExists, Disabled",1:00:03,308fbb08-4ab8-4e67-9b29-592e93fb94fa)
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,Email notification for high severity alerts should be enabled,"To ensure the relevant people in your organization are notified when there is a potential security breach in one of your subscriptions, enable email notifications for high severity alerts in Security Center.","AuditIfNotExists, Disabled",1:00:01,6e2593d9-add6-4083-9c9b-4b7d2188c899)
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,Email notification to subscription owner for high severity alerts should be enabled,"To ensure your subscription owners are notified when there is a potential security breach in their subscription, set email notifications to subscription owners for high severity alerts in Security Center.","AuditIfNotExists, Disabled",2:00:00,0b15565f-aa9e-48ba-8619-45960f2c314d)
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,Microsoft Defender for Containers should be enabled,"Microsoft Defender for Containers provides hardening, vulnerability assessment and run-time protections for your Azure, hybrid, and multi-cloud Kubernetes environments.","AuditIfNotExists, Disabled",1:00:00,1c988dd6-ade4-430f-a608-2a3e5b0a6d38)
Incident Monitoring,NIST SP 800-53 Rev. 5 IR-5,Shared,Subscriptions should have a contact email address for security issues,"To ensure the relevant people in your organization are notified when there is a potential security breach in one of your subscriptions, set a security contact to receive email notifications from Security Center.","AuditIfNotExists, Disabled",1:00:01,4f4f78b8-e367-4b10-a341-d9a4ad5cf1c7)
Automated Reporting,NIST SP 800-53 Rev. 5 IR-6 (1),Shared,---,---,---,---,
Automated Reporting,NIST SP 800-53 Rev. 5 IR-6 (1),Shared,Document security operations,CMA_0202 - Document security operations,"Manual, Disabled",1:00:00,2c6bee3a-2180-2430-440d-db3c7a849870)
Vulnerabilities Related to Incidents,NIST SP 800-53 Rev. 5 IR-6 (2),Customer,---,---,---,---,
Vulnerabilities Related to Incidents,NIST SP 800-53 Rev. 5 IR-6 (2),Customer,Email notification for high severity alerts should be enabled,"To ensure the relevant people in your organization are notified when there is a potential security breach in one of your subscriptions, enable email notifications for high severity alerts in Security Center.","AuditIfNotExists, Disabled",1:00:01,6e2593d9-add6-4083-9c9b-4b7d2188c899)
Vulnerabilities Related to Incidents,NIST SP 800-53 Rev. 5 IR-6 (2),Customer,Email notification to subscription owner for high severity alerts should be enabled,"To ensure your subscription owners are notified when there is a potential security breach in their subscription, set email notifications to subscription owners for high severity alerts in Security Center.","AuditIfNotExists, Disabled",2:00:00,0b15565f-aa9e-48ba-8619-45960f2c314d)
Vulnerabilities Related to Incidents,NIST SP 800-53 Rev. 5 IR-6 (2),Customer,Subscriptions should have a contact email address for security issues,"To ensure the relevant people in your organization are notified when there is a potential security breach in one of your subscriptions, set a security contact to receive email notifications from Security Center.","AuditIfNotExists, Disabled",1:00:01,4f4f78b8-e367-4b10-a341-d9a4ad5cf1c7)
Incident Response Assistance,NIST SP 800-53 Rev. 5 IR-7,Shared,---,---,---,---,
Incident Response Assistance,NIST SP 800-53 Rev. 5 IR-7,Shared,Document security operations,CMA_0202 - Document security operations,"Manual, Disabled",1:00:00,2c6bee3a-2180-2430-440d-db3c7a849870)
Automation Support for Availability of Information and Support,NIST SP 800-53 Rev. 5 IR-7 (1),Shared,---,---,---,---,
Automation Support for Availability of Information and Support,NIST SP 800-53 Rev. 5 IR-7 (1),Shared,Develop an incident response plan,CMA_0145 - Develop an incident response plan,"Manual, Disabled",1:00:00,2b4e134f-1e4c-2bff-573e-082d85479b6e)
Automation Support for Availability of Information and Support,NIST SP 800-53 Rev. 5 IR-7 (1),Shared,Enable network protection,CMA_0238 - Enable network protection,"Manual, Disabled",1:00:00,8c255136-994b-9616-79f5-ae87810e0dcf)
Automation Support for Availability of Information and Support,NIST SP 800-53 Rev. 5 IR-7 (1),Shared,Eradicate contaminated information,CMA_0253 - Eradicate contaminated information,"Manual, Disabled",1:00:00,54a9c072-4a93-2a03-6a43-a060d30383d7)
Automation Support for Availability of Information and Support,NIST SP 800-53 Rev. 5 IR-7 (1),Shared,Execute actions in response to information spills,CMA_0281 - Execute actions in response to information spills,"Manual, Disabled",1:00:00,ba78efc6-795c-64f4-7a02-91effbd34af9)
Automation Support for Availability of Information and Support,NIST SP 800-53 Rev. 5 IR-7 (1),Shared,Implement incident handling,CMA_0318 - Implement incident handling,"Manual, Disabled",1:00:00,433de59e-7a53-a766-02c2-f80f8421469a)
Automation Support for Availability of Information and Support,NIST SP 800-53 Rev. 5 IR-7 (1),Shared,Perform a trend analysis on threats,CMA_0389 - Perform a trend analysis on threats,"Manual, Disabled",1:00:00,50e81644-923d-33fc-6ebb-9733bc8d1a06)
Automation Support for Availability of Information and Support,NIST SP 800-53 Rev. 5 IR-7 (1),Shared,View and investigate restricted users,CMA_0545 - View and investigate restricted users,"Manual, Disabled",1:00:00,98145a9b-428a-7e81-9d14-ebb154a24f93)
Coordination with External Providers,NIST SP 800-53 Rev. 5 IR-7 (2),Shared,---,---,---,---,
Coordination with External Providers,NIST SP 800-53 Rev. 5 IR-7 (2),Shared,Establish relationship between incident response capability and external providers,CMA_C1376 - Establish relationship between incident response capability and external providers,"Manual, Disabled",1:00:00,b470a37a-7a47-3792-34dd-7a793140702e)
Coordination with External Providers,NIST SP 800-53 Rev. 5 IR-7 (2),Shared,Identify incident response personnel,CMA_0301 - Identify incident response personnel,"Manual, Disabled",1:00:00,037c0089-6606-2dab-49ad-437005b5035f)
Incident Response Plan,NIST SP 800-53 Rev. 5 IR-8,Shared,---,---,---,---,
Incident Response Plan,NIST SP 800-53 Rev. 5 IR-8,Shared,Assess information security events,CMA_0013 - Assess information security events,"Manual, Disabled",1:00:00,37b0045b-3887-367b-8b4d-b9a6fa911bb9)
Incident Response Plan,NIST SP 800-53 Rev. 5 IR-8,Shared,Develop an incident response plan,CMA_0145 - Develop an incident response plan,"Manual, Disabled",1:00:00,2b4e134f-1e4c-2bff-573e-082d85479b6e)
Incident Response Plan,NIST SP 800-53 Rev. 5 IR-8,Shared,Implement incident handling,CMA_0318 - Implement incident handling,"Manual, Disabled",1:00:00,433de59e-7a53-a766-02c2-f80f8421469a)
Incident Response Plan,NIST SP 800-53 Rev. 5 IR-8,Shared,Maintain data breach records,CMA_0351 - Maintain data breach records,"Manual, Disabled",1:00:00,0fd1ca29-677b-2f12-1879-639716459160)
Incident Response Plan,NIST SP 800-53 Rev. 5 IR-8,Shared,Maintain incident response plan,CMA_0352 - Maintain incident response plan,"Manual, Disabled",1:00:00,37546841-8ea1-5be0-214d-8ac599588332)
Incident Response Plan,NIST SP 800-53 Rev. 5 IR-8,Shared,Protect incident response plan,CMA_0405 - Protect incident response plan,"Manual, Disabled",1:00:00,2401b496-7f23-79b2-9f80-89bb5abf3d4a)
Information Spillage Response,NIST SP 800-53 Rev. 5 IR-9,Shared,---,---,---,---,
Information Spillage Response,NIST SP 800-53 Rev. 5 IR-9,Shared,Alert personnel of information spillage,CMA_0007 - Alert personnel of information spillage,"Manual, Disabled",1:00:00,9622aaa9-5c49-40e2-5bf8-660b7cd23deb)
Information Spillage Response,NIST SP 800-53 Rev. 5 IR-9,Shared,Develop an incident response plan,CMA_0145 - Develop an incident response plan,"Manual, Disabled",1:00:00,2b4e134f-1e4c-2bff-573e-082d85479b6e)
Information Spillage Response,NIST SP 800-53 Rev. 5 IR-9,Shared,Eradicate contaminated information,CMA_0253 - Eradicate contaminated information,"Manual, Disabled",1:00:00,54a9c072-4a93-2a03-6a43-a060d30383d7)
Information Spillage Response,NIST SP 800-53 Rev. 5 IR-9,Shared,Execute actions in response to information spills,CMA_0281 - Execute actions in response to information spills,"Manual, Disabled",1:00:00,ba78efc6-795c-64f4-7a02-91effbd34af9)
Information Spillage Response,NIST SP 800-53 Rev. 5 IR-9,Shared,Identify contaminated systems and components,CMA_0300 - Identify contaminated systems and components,"Manual, Disabled",1:00:00,279052a0-8238-694d-9661-bf649f951747)
Information Spillage Response,NIST SP 800-53 Rev. 5 IR-9,Shared,Identify spilled information,CMA_0303 - Identify spilled information,"Manual, Disabled",1:00:00,69d90ee6-9f9f-262a-2038-d909fb4e5723)
Information Spillage Response,NIST SP 800-53 Rev. 5 IR-9,Shared,Isolate information spills,CMA_0346 - Isolate information spills,"Manual, Disabled",1:00:00,22457e81-3ec6-5271-a786-c3ca284601dd)
Training,NIST SP 800-53 Rev. 5 IR-9 (2),Shared,---,---,---,---,
Training,NIST SP 800-53 Rev. 5 IR-9 (2),Shared,Provide information spillage training,CMA_0413 - Provide information spillage training,"Manual, Disabled",1:00:00,2d4d0e90-32d9-4deb-2166-a00d51ed57c0)
Post-spill Operations,NIST SP 800-53 Rev. 5 IR-9 (3),Shared,---,---,---,---,
Post-spill Operations,NIST SP 800-53 Rev. 5 IR-9 (3),Shared,Develop spillage response procedures,CMA_0162 - Develop spillage response procedures,"Manual, Disabled",1:00:00,bb048641-6017-7272-7772-a008f285a520)
Exposure to Unauthorized Personnel,NIST SP 800-53 Rev. 5 IR-9 (4),Shared,---,---,---,---,
Exposure to Unauthorized Personnel,NIST SP 800-53 Rev. 5 IR-9 (4),Shared,Develop security safeguards,CMA_0161 - Develop security safeguards,"Manual, Disabled",1:00:00,423f6d9c-0c73-9cc6-64f4-b52242490368)
Policy and Procedures,NIST SP 800-53 Rev. 5 MA-1,Shared,---,---,---,---,
Policy and Procedures,NIST SP 800-53 Rev. 5 MA-1,Shared,Review and update system maintenance policies and procedures,CMA_C1395 - Review and update system maintenance policies and procedures,"Manual, Disabled",1:00:00,2067b904-9552-3259-0cdd-84468e284b7c)
Controlled Maintenance,NIST SP 800-53 Rev. 5 MA-2,Shared,---,---,---,---,
Controlled Maintenance,NIST SP 800-53 Rev. 5 MA-2,Shared,Control maintenance and repair activities,CMA_0080 - Control maintenance and repair activities,"Manual, Disabled",1:00:00,b6ad009f-5c24-1dc0-a25e-74b60e4da45f)
Controlled Maintenance,NIST SP 800-53 Rev. 5 MA-2,Shared,Employ a media sanitization mechanism,CMA_0208 - Employ a media sanitization mechanism,"Manual, Disabled",1:00:00,eaaae23f-92c9-4460-51cf-913feaea4d52)
Controlled Maintenance,NIST SP 800-53 Rev. 5 MA-2,Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
Controlled Maintenance,NIST SP 800-53 Rev. 5 MA-2,Shared,Manage nonlocal maintenance and diagnostic activities,CMA_0364 - Manage nonlocal maintenance and diagnostic activities,"Manual, Disabled",1:00:00,1fb1cb0e-1936-6f32-42fd-89970b535855)
Automated Maintenance Activities,NIST SP 800-53 Rev. 5 MA-2 (2),Shared,---,---,---,---,
Automated Maintenance Activities,NIST SP 800-53 Rev. 5 MA-2 (2),Shared,Automate remote maintenance activities,CMA_C1402 - Automate remote maintenance activities,"Manual, Disabled",1:00:00,b8587fce-138f-86e8-33a3-c60768bf1da6)
Automated Maintenance Activities,NIST SP 800-53 Rev. 5 MA-2 (2),Shared,Produce complete records of remote maintenance activities,CMA_C1403 - Produce complete records of remote maintenance activities,"Manual, Disabled",1:00:00,74041cfe-3f87-1d17-79ec-34ca5f895542)
Maintenance Tools,NIST SP 800-53 Rev. 5 MA-3,Shared,---,---,---,---,
Maintenance Tools,NIST SP 800-53 Rev. 5 MA-3,Shared,Control maintenance and repair activities,CMA_0080 - Control maintenance and repair activities,"Manual, Disabled",1:00:00,b6ad009f-5c24-1dc0-a25e-74b60e4da45f)
Maintenance Tools,NIST SP 800-53 Rev. 5 MA-3,Shared,Manage nonlocal maintenance and diagnostic activities,CMA_0364 - Manage nonlocal maintenance and diagnostic activities,"Manual, Disabled",1:00:00,1fb1cb0e-1936-6f32-42fd-89970b535855)
Inspect Tools,NIST SP 800-53 Rev. 5 MA-3 (1),Shared,---,---,---,---,
Inspect Tools,NIST SP 800-53 Rev. 5 MA-3 (1),Shared,Control maintenance and repair activities,CMA_0080 - Control maintenance and repair activities,"Manual, Disabled",1:00:00,b6ad009f-5c24-1dc0-a25e-74b60e4da45f)
Inspect Tools,NIST SP 800-53 Rev. 5 MA-3 (1),Shared,Manage nonlocal maintenance and diagnostic activities,CMA_0364 - Manage nonlocal maintenance and diagnostic activities,"Manual, Disabled",1:00:00,1fb1cb0e-1936-6f32-42fd-89970b535855)
Inspect Media,NIST SP 800-53 Rev. 5 MA-3 (2),Shared,---,---,---,---,
Inspect Media,NIST SP 800-53 Rev. 5 MA-3 (2),Shared,Control maintenance and repair activities,CMA_0080 - Control maintenance and repair activities,"Manual, Disabled",1:00:00,b6ad009f-5c24-1dc0-a25e-74b60e4da45f)
Inspect Media,NIST SP 800-53 Rev. 5 MA-3 (2),Shared,Manage nonlocal maintenance and diagnostic activities,CMA_0364 - Manage nonlocal maintenance and diagnostic activities,"Manual, Disabled",1:00:00,1fb1cb0e-1936-6f32-42fd-89970b535855)
Prevent Unauthorized Removal,NIST SP 800-53 Rev. 5 MA-3 (3),Shared,---,---,---,---,
Prevent Unauthorized Removal,NIST SP 800-53 Rev. 5 MA-3 (3),Shared,Control maintenance and repair activities,CMA_0080 - Control maintenance and repair activities,"Manual, Disabled",1:00:00,b6ad009f-5c24-1dc0-a25e-74b60e4da45f)
Prevent Unauthorized Removal,NIST SP 800-53 Rev. 5 MA-3 (3),Shared,Employ a media sanitization mechanism,CMA_0208 - Employ a media sanitization mechanism,"Manual, Disabled",1:00:00,eaaae23f-92c9-4460-51cf-913feaea4d52)
Prevent Unauthorized Removal,NIST SP 800-53 Rev. 5 MA-3 (3),Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
Prevent Unauthorized Removal,NIST SP 800-53 Rev. 5 MA-3 (3),Shared,Manage nonlocal maintenance and diagnostic activities,CMA_0364 - Manage nonlocal maintenance and diagnostic activities,"Manual, Disabled",1:00:00,1fb1cb0e-1936-6f32-42fd-89970b535855)
Nonlocal Maintenance,NIST SP 800-53 Rev. 5 MA-4,Shared,---,---,---,---,
Nonlocal Maintenance,NIST SP 800-53 Rev. 5 MA-4,Shared,Manage nonlocal maintenance and diagnostic activities,CMA_0364 - Manage nonlocal maintenance and diagnostic activities,"Manual, Disabled",1:00:00,1fb1cb0e-1936-6f32-42fd-89970b535855)
Comparable Security and Sanitization,NIST SP 800-53 Rev. 5 MA-4 (3),Shared,---,---,---,---,
Comparable Security and Sanitization,NIST SP 800-53 Rev. 5 MA-4 (3),Shared,Perform all non-local maintenance,CMA_C1417 - Perform all non-local maintenance,"Manual, Disabled",1:00:00,5bac5fb7-7735-357b-767d-02264bfe5c3b)
Cryptographic Protection,NIST SP 800-53 Rev. 5 MA-4 (6),Shared,---,---,---,---,
Cryptographic Protection,NIST SP 800-53 Rev. 5 MA-4 (6),Shared,Implement cryptographic mechanisms,CMA_C1419 - Implement cryptographic mechanisms,"Manual, Disabled",1:00:00,10c3a1b1-29b0-a2d5-8f4c-a284b0f07830)
