Control Family,Control Title,ID,Ownership,Name,Description,Effect(s),Version,Azure Policy Guid
4 Database Services,Ensure that Advanced Threat Protection (ATP) on a SQL server is set to 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 4.2.1,Shared,Azure Defender for SQL should be enabled for unprotected SQL Managed Instances,Audit each SQL Managed Instance without advanced data security.,"AuditIfNotExists, Disabled",1:00:02,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9)
4 Database Services,Ensure that Advanced Threat Protection (ATP) on a SQL server is set to 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 4.2.1,Shared,Perform a trend analysis on threats,CMA_0389 - Perform a trend analysis on threats,"Manual, Disabled",1:00:00,50e81644-923d-33fc-6ebb-9733bc8d1a06)
4 Database Services,Ensure that Vulnerability Assessment (VA) is enabled on a SQL server by setting a Storage Account,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.2,Shared,---,---,---,---,
4 Database Services,Ensure that Vulnerability Assessment (VA) is enabled on a SQL server by setting a Storage Account,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.2,Shared,Perform vulnerability scans,CMA_0393 - Perform vulnerability scans,"Manual, Disabled",1:00:00,3c5e0e1a-216f-8f49-0a15-76ed0d8b8e1f)
4 Database Services,Ensure that Vulnerability Assessment (VA) is enabled on a SQL server by setting a Storage Account,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.2,Shared,Remediate information system flaws,CMA_0427 - Remediate information system flaws,"Manual, Disabled",1:00:00,be38a620-000b-21cf-3cb3-ea151b704c3b)
4 Database Services,Ensure that Vulnerability Assessment (VA) is enabled on a SQL server by setting a Storage Account,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.2,Shared,Vulnerability assessment should be enabled on SQL Managed Instance,"Audit each SQL Managed Instance which doesn't have recurring vulnerability assessment scans enabled. Vulnerability assessment can discover, track, and help you remediate potential database vulnerabilities.","AuditIfNotExists, Disabled",1:00:01,1b7aa243-30e4-4c9e-bca8-d0d3022b634a)
4 Database Services,Ensure that Vulnerability Assessment (VA) is enabled on a SQL server by setting a Storage Account,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.2,Shared,Vulnerability assessment should be enabled on your SQL servers,"Audit Azure SQL servers which do not have recurring vulnerability assessment scans enabled. Vulnerability assessment can discover, track, and help you remediate potential database vulnerabilities.","AuditIfNotExists, Disabled",2:00:00,ef2a8f2a-b3d9-49cd-a8a8-9a3aaaf647d9)
4 Database Services,Ensure that VA setting Periodic Recurring Scans is enabled on a SQL server,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.3,Shared,---,---,---,---,
4 Database Services,Ensure that VA setting Periodic Recurring Scans is enabled on a SQL server,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.3,Shared,Perform vulnerability scans,CMA_0393 - Perform vulnerability scans,"Manual, Disabled",1:00:00,3c5e0e1a-216f-8f49-0a15-76ed0d8b8e1f)
4 Database Services,Ensure that VA setting Periodic Recurring Scans is enabled on a SQL server,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.3,Shared,Remediate information system flaws,CMA_0427 - Remediate information system flaws,"Manual, Disabled",1:00:00,be38a620-000b-21cf-3cb3-ea151b704c3b)
4 Database Services,Ensure that VA setting Send scan reports to is configured for a SQL server,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.4,Shared,---,---,---,---,
4 Database Services,Ensure that VA setting Send scan reports to is configured for a SQL server,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.4,Shared,Correlate Vulnerability scan informaiton,CMA_C1558 - Correlate Vulnerability scan informaiton,"Manual, Disabled",1:00:00,e3905a3c-97e7-0b4f-15fb-465c0927536f)
4 Database Services,Ensure that VA setting Send scan reports to is configured for a SQL server,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.4,Shared,Perform vulnerability scans,CMA_0393 - Perform vulnerability scans,"Manual, Disabled",1:00:00,3c5e0e1a-216f-8f49-0a15-76ed0d8b8e1f)
4 Database Services,Ensure that VA setting Send scan reports to is configured for a SQL server,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.4,Shared,Remediate information system flaws,CMA_0427 - Remediate information system flaws,"Manual, Disabled",1:00:00,be38a620-000b-21cf-3cb3-ea151b704c3b)
4 Database Services,Ensure that VA setting Send scan reports to is configured for a SQL server,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.4,Shared,Vulnerability Assessment settings for SQL server should contain an email address to receive scan reports,Ensure that an email address is provided for the 'Send scan reports to' field in the Vulnerability Assessment settings. This email address receives scan result summary after a periodic scan runs on SQL servers.,"AuditIfNotExists, Disabled",2:00:00,057d6cfe-9c4f-4a6d-bc60-14420ea1f1a9)
4 Database Services,Ensure that VA setting 'Also send email notifications to admins and subscription owners' is set for a SQL server,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.5,Shared,---,---,---,---,
4 Database Services,Ensure that VA setting 'Also send email notifications to admins and subscription owners' is set for a SQL server,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.5,Shared,Correlate Vulnerability scan informaiton,CMA_C1558 - Correlate Vulnerability scan informaiton,"Manual, Disabled",1:00:00,e3905a3c-97e7-0b4f-15fb-465c0927536f)
4 Database Services,Ensure that VA setting 'Also send email notifications to admins and subscription owners' is set for a SQL server,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.5,Shared,Perform vulnerability scans,CMA_0393 - Perform vulnerability scans,"Manual, Disabled",1:00:00,3c5e0e1a-216f-8f49-0a15-76ed0d8b8e1f)
4 Database Services,Ensure that VA setting 'Also send email notifications to admins and subscription owners' is set for a SQL server,CIS Microsoft Azure Foundations Benchmark recommendation 4.2.5,Shared,Remediate information system flaws,CMA_0427 - Remediate information system flaws,"Manual, Disabled",1:00:00,be38a620-000b-21cf-3cb3-ea151b704c3b)
4 Database Services,Ensure 'Enforce SSL connection' is set to 'ENABLED' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.1,Shared,---,---,---,---,
4 Database Services,Ensure 'Enforce SSL connection' is set to 'ENABLED' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.1,Shared,Configure workstations to check for digital certificates,CMA_0073 - Configure workstations to check for digital certificates,"Manual, Disabled",1:00:00,26daf649-22d1-97e9-2a8a-01b182194d59)
4 Database Services,Ensure 'Enforce SSL connection' is set to 'ENABLED' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.1,Shared,Enforce SSL connection should be enabled for PostgreSQL database servers,Azure Database for PostgreSQL supports connecting your Azure Database for PostgreSQL server to client applications using Secure Sockets Layer (SSL). Enforcing SSL connections between your database server and your client applications helps protect against 'man in the middle' attacks by encrypting the data stream between the server and your application. This configuration enforces that SSL is always enabled for accessing your database server.,"Audit, Disabled",1:00:01,d158790f-bfb0-486c-8631-2dc6b4e8e6af)
4 Database Services,Ensure 'Enforce SSL connection' is set to 'ENABLED' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.1,Shared,Protect data in transit using encryption,CMA_0403 - Protect data in transit using encryption,"Manual, Disabled",1:00:00,b11697e8-9515-16f1-7a35-477d5c8a1344)
4 Database Services,Ensure 'Enforce SSL connection' is set to 'ENABLED' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.1,Shared,Protect passwords with encryption,CMA_0408 - Protect passwords with encryption,"Manual, Disabled",1:00:00,b2d3e5a2-97ab-5497-565a-71172a729d93)
4 Database Services,Ensure 'Enforce SSL connection' is set to 'ENABLED' for MySQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.2,Shared,---,---,---,---,
4 Database Services,Ensure 'Enforce SSL connection' is set to 'ENABLED' for MySQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.2,Shared,Configure workstations to check for digital certificates,CMA_0073 - Configure workstations to check for digital certificates,"Manual, Disabled",1:00:00,26daf649-22d1-97e9-2a8a-01b182194d59)
4 Database Services,Ensure 'Enforce SSL connection' is set to 'ENABLED' for MySQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.2,Shared,Enforce SSL connection should be enabled for MySQL database servers,Azure Database for MySQL supports connecting your Azure Database for MySQL server to client applications using Secure Sockets Layer (SSL). Enforcing SSL connections between your database server and your client applications helps protect against 'man in the middle' attacks by encrypting the data stream between the server and your application. This configuration enforces that SSL is always enabled for accessing your database server.,"Audit, Disabled",1:00:01,e802a67a-daf5-4436-9ea6-f6d821dd0c5d)
4 Database Services,Ensure 'Enforce SSL connection' is set to 'ENABLED' for MySQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.2,Shared,Protect data in transit using encryption,CMA_0403 - Protect data in transit using encryption,"Manual, Disabled",1:00:00,b11697e8-9515-16f1-7a35-477d5c8a1344)
4 Database Services,Ensure 'Enforce SSL connection' is set to 'ENABLED' for MySQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.2,Shared,Protect passwords with encryption,CMA_0408 - Protect passwords with encryption,"Manual, Disabled",1:00:00,b2d3e5a2-97ab-5497-565a-71172a729d93)
4 Database Services,Ensure server parameter 'log_checkpoints' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.3,Shared,---,---,---,---,
4 Database Services,Ensure server parameter 'log_checkpoints' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.3,Shared,Audit privileged functions,CMA_0019 - Audit privileged functions,"Manual, Disabled",1:00:00,f26af0b1-65b6-689a-a03f-352ad2d00f98)
4 Database Services,Ensure server parameter 'log_checkpoints' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.3,Shared,Audit user account status,CMA_0020 - Audit user account status,"Manual, Disabled",1:00:00,49c23d9b-02b0-0e42-4f94-e8cef1b8381b)
4 Database Services,Ensure server parameter 'log_checkpoints' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.3,Shared,Determine auditable events,CMA_0137 - Determine auditable events,"Manual, Disabled",1:00:00,2f67e567-03db-9d1f-67dc-b6ffb91312f4)
4 Database Services,Ensure server parameter 'log_checkpoints' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.3,Shared,Log checkpoints should be enabled for PostgreSQL database servers,This policy helps audit any PostgreSQL databases in your environment without log_checkpoints setting enabled.,"AuditIfNotExists, Disabled",1:00:00,eb6f77b9-bd53-4e35-a23d-7f65d5f0e43d)
4 Database Services,Ensure server parameter 'log_checkpoints' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.3,Shared,Review audit data,CMA_0466 - Review audit data,"Manual, Disabled",1:00:00,6625638f-3ba1-7404-5983-0ea33d719d34)
4 Database Services,Ensure server parameter 'log_connections' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.4,Shared,---,---,---,---,
4 Database Services,Ensure server parameter 'log_connections' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.4,Shared,Audit privileged functions,CMA_0019 - Audit privileged functions,"Manual, Disabled",1:00:00,f26af0b1-65b6-689a-a03f-352ad2d00f98)
4 Database Services,Ensure server parameter 'log_connections' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.4,Shared,Audit user account status,CMA_0020 - Audit user account status,"Manual, Disabled",1:00:00,49c23d9b-02b0-0e42-4f94-e8cef1b8381b)
4 Database Services,Ensure server parameter 'log_connections' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.4,Shared,Determine auditable events,CMA_0137 - Determine auditable events,"Manual, Disabled",1:00:00,2f67e567-03db-9d1f-67dc-b6ffb91312f4)
4 Database Services,Ensure server parameter 'log_connections' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.4,Shared,Log connections should be enabled for PostgreSQL database servers,This policy helps audit any PostgreSQL databases in your environment without log_connections setting enabled.,"AuditIfNotExists, Disabled",1:00:00,eb6f77b9-bd53-4e35-a23d-7f65d5f0e442)
4 Database Services,Ensure server parameter 'log_connections' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.4,Shared,Review audit data,CMA_0466 - Review audit data,"Manual, Disabled",1:00:00,6625638f-3ba1-7404-5983-0ea33d719d34)
4 Database Services,Ensure server parameter 'log_disconnections' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.5,Shared,---,---,---,---,
4 Database Services,Ensure server parameter 'log_disconnections' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.5,Shared,Audit privileged functions,CMA_0019 - Audit privileged functions,"Manual, Disabled",1:00:00,f26af0b1-65b6-689a-a03f-352ad2d00f98)
4 Database Services,Ensure server parameter 'log_disconnections' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.5,Shared,Audit user account status,CMA_0020 - Audit user account status,"Manual, Disabled",1:00:00,49c23d9b-02b0-0e42-4f94-e8cef1b8381b)
4 Database Services,Ensure server parameter 'log_disconnections' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.5,Shared,Determine auditable events,CMA_0137 - Determine auditable events,"Manual, Disabled",1:00:00,2f67e567-03db-9d1f-67dc-b6ffb91312f4)
4 Database Services,Ensure server parameter 'log_disconnections' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.5,Shared,Disconnections should be logged for PostgreSQL database servers.,This policy helps audit any PostgreSQL databases in your environment without log_disconnections enabled.,"AuditIfNotExists, Disabled",1:00:00,eb6f77b9-bd53-4e35-a23d-7f65d5f0e446)
4 Database Services,Ensure server parameter 'log_disconnections' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.5,Shared,Review audit data,CMA_0466 - Review audit data,"Manual, Disabled",1:00:00,6625638f-3ba1-7404-5983-0ea33d719d34)
4 Database Services,Ensure server parameter 'connection_throttling' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.6,Shared,---,---,---,---,
4 Database Services,Ensure server parameter 'connection_throttling' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.6,Shared,Audit privileged functions,CMA_0019 - Audit privileged functions,"Manual, Disabled",1:00:00,f26af0b1-65b6-689a-a03f-352ad2d00f98)
4 Database Services,Ensure server parameter 'connection_throttling' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.6,Shared,Audit user account status,CMA_0020 - Audit user account status,"Manual, Disabled",1:00:00,49c23d9b-02b0-0e42-4f94-e8cef1b8381b)
4 Database Services,Ensure server parameter 'connection_throttling' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.6,Shared,Connection throttling should be enabled for PostgreSQL database servers,This policy helps audit any PostgreSQL databases in your environment without Connection throttling enabled. This setting enables temporary connection throttling per IP for too many invalid password login failures.,"AuditIfNotExists, Disabled",1:00:00,5345bb39-67dc-4960-a1bf-427e16b9a0bd)
4 Database Services,Ensure server parameter 'connection_throttling' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.6,Shared,Determine auditable events,CMA_0137 - Determine auditable events,"Manual, Disabled",1:00:00,2f67e567-03db-9d1f-67dc-b6ffb91312f4)
4 Database Services,Ensure server parameter 'connection_throttling' is set to 'ON' for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.6,Shared,Review audit data,CMA_0466 - Review audit data,"Manual, Disabled",1:00:00,6625638f-3ba1-7404-5983-0ea33d719d34)
4 Database Services,Ensure server parameter 'log_retention_days' is greater than 3 days for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.7,Shared,---,---,---,---,
4 Database Services,Ensure server parameter 'log_retention_days' is greater than 3 days for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.7,Shared,Adhere to retention periods defined,CMA_0004 - Adhere to retention periods defined,"Manual, Disabled",1:00:00,1ecb79d7-1a06-9a3b-3be8-f434d04d1ec1)
4 Database Services,Ensure server parameter 'log_retention_days' is greater than 3 days for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.7,Shared,Govern and monitor audit processing activities,CMA_0289 - Govern and monitor audit processing activities,"Manual, Disabled",1:00:00,333b4ada-4a02-0648-3d4d-d812974f1bb2)
4 Database Services,Ensure server parameter 'log_retention_days' is greater than 3 days for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.7,Shared,Retain security policies and procedures,CMA_0454 - Retain security policies and procedures,"Manual, Disabled",1:00:00,efef28d0-3226-966a-a1e8-70e89c1b30bc)
4 Database Services,Ensure server parameter 'log_retention_days' is greater than 3 days for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.7,Shared,Retain terminated user data,CMA_0455 - Retain terminated user data,"Manual, Disabled",1:00:00,7c7032fe-9ce6-9092-5890-87a1a3755db1)
4 Database Services,Ensure 'Allow access to Azure services' for PostgreSQL Database Server is disabled,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.8,Shared,---,---,---,---,
4 Database Services,Ensure 'Allow access to Azure services' for PostgreSQL Database Server is disabled,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.8,Shared,Control information flow,CMA_0079 - Control information flow,"Manual, Disabled",1:00:00,59bedbdc-0ba9-39b9-66bb-1d1c192384e6)
4 Database Services,Ensure 'Allow access to Azure services' for PostgreSQL Database Server is disabled,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.8,Shared,Employ flow control mechanisms of encrypted information,CMA_0211 - Employ flow control mechanisms of encrypted information,"Manual, Disabled",1:00:00,79365f13-8ba4-1f6c-2ac4-aa39929f56d0)
4 Database Services,Ensure 'Allow access to Azure services' for PostgreSQL Database Server is disabled,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.8,Shared,Establish firewall and router configuration standards,CMA_0272 - Establish firewall and router configuration standards,"Manual, Disabled",1:00:00,398fdbd8-56fd-274d-35c6-fa2d3b2755a1)
4 Database Services,Ensure 'Allow access to Azure services' for PostgreSQL Database Server is disabled,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.8,Shared,Establish network segmentation for card holder data environment,CMA_0273 - Establish network segmentation for card holder data environment,"Manual, Disabled",1:00:00,f476f3b0-4152-526e-a209-44e5f8c968d7)
4 Database Services,Ensure 'Allow access to Azure services' for PostgreSQL Database Server is disabled,CIS Microsoft Azure Foundations Benchmark recommendation 4.3.8,Shared,Identify and manage downstream information exchanges,CMA_0298 - Identify and manage downstream information exchanges,"Manual, Disabled",1:00:00,c7fddb0e-3f44-8635-2b35-dc6b8e740b7c)
4 Database Services,Ensure that Azure Active Directory Admin is configured,CIS Microsoft Azure Foundations Benchmark recommendation 4.4,Shared,---,---,---,---,
4 Database Services,Ensure that Azure Active Directory Admin is configured,CIS Microsoft Azure Foundations Benchmark recommendation 4.4,Shared,An Azure Active Directory administrator should be provisioned for SQL servers,Audit provisioning of an Azure Active Directory administrator for your SQL server to enable Azure AD authentication. Azure AD authentication enables simplified permission management and centralized identity management of database users and other Microsoft services,"AuditIfNotExists, Disabled",1:00:00,1f314764-cb73-4fc9-b863-8eca98ac36e9)
4 Database Services,Ensure that Azure Active Directory Admin is configured,CIS Microsoft Azure Foundations Benchmark recommendation 4.4,Shared,Automate account management,CMA_0026 - Automate account management,"Manual, Disabled",1:00:00,2cc9c165-46bd-9762-5739-d2aae5ba90a1)
4 Database Services,Ensure that Azure Active Directory Admin is configured,CIS Microsoft Azure Foundations Benchmark recommendation 4.4,Shared,Manage system and admin accounts,CMA_0368 - Manage system and admin accounts,"Manual, Disabled",1:00:00,34d38ea7-6754-1838-7031-d7fd07099821)
4 Database Services,Ensure that Azure Active Directory Admin is configured,CIS Microsoft Azure Foundations Benchmark recommendation 4.4,Shared,Monitor access across the organization,CMA_0376 - Monitor access across the organization,"Manual, Disabled",1:00:00,48c816c5-2190-61fc-8806-25d6f3df162f)
4 Database Services,Ensure that Azure Active Directory Admin is configured,CIS Microsoft Azure Foundations Benchmark recommendation 4.4,Shared,Notify when account is not needed,CMA_0383 - Notify when account is not needed,"Manual, Disabled",1:00:00,8489ff90-8d29-61df-2d84-f9ab0f4c5e84)
4 Database Services,Ensure SQL server's TDE protector is encrypted with Customer-managed key,CIS Microsoft Azure Foundations Benchmark recommendation 4.5,Shared,---,---,---,---,
4 Database Services,Ensure SQL server's TDE protector is encrypted with Customer-managed key,CIS Microsoft Azure Foundations Benchmark recommendation 4.5,Shared,Establish a data leakage management procedure,CMA_0255 - Establish a data leakage management procedure,"Manual, Disabled",1:00:00,3c9aa856-6b86-35dc-83f4-bc72cec74dea)
4 Database Services,Ensure SQL server's TDE protector is encrypted with Customer-managed key,CIS Microsoft Azure Foundations Benchmark recommendation 4.5,Shared,Implement controls to secure all media,CMA_0314 - Implement controls to secure all media,"Manual, Disabled",1:00:00,e435f7e3-0dd9-58c9-451f-9b44b96c0232)
4 Database Services,Ensure SQL server's TDE protector is encrypted with Customer-managed key,CIS Microsoft Azure Foundations Benchmark recommendation 4.5,Shared,Protect data in transit using encryption,CMA_0403 - Protect data in transit using encryption,"Manual, Disabled",1:00:00,b11697e8-9515-16f1-7a35-477d5c8a1344)
4 Database Services,Ensure SQL server's TDE protector is encrypted with Customer-managed key,CIS Microsoft Azure Foundations Benchmark recommendation 4.5,Shared,Protect special information,CMA_0409 - Protect special information,"Manual, Disabled",1:00:00,a315c657-4a00-8eba-15ac-44692ad24423)
4 Database Services,Ensure SQL server's TDE protector is encrypted with Customer-managed key,CIS Microsoft Azure Foundations Benchmark recommendation 4.5,Shared,SQL managed instances should use customer-managed keys to encrypt data at rest,"Implementing Transparent Data Encryption (TDE) with your own key provides you with increased transparency and control over the TDE Protector, increased security with an HSM-backed external service, and promotion of separation of duties. This recommendation applies to organizations with a related compliance requirement.","Audit, Deny, Disabled",2:00:00,ac01ad65-10e5-46df-bdd9-6b0cad13e1d2)
4 Database Services,Ensure SQL server's TDE protector is encrypted with Customer-managed key,CIS Microsoft Azure Foundations Benchmark recommendation 4.5,Shared,SQL servers should use customer-managed keys to encrypt data at rest,"Implementing Transparent Data Encryption (TDE) with your own key provides increased transparency and control over the TDE Protector, increased security with an HSM-backed external service, and promotion of separation of duties. This recommendation applies to organizations with a related compliance requirement.","Audit, Deny, Disabled",2:00:01,0a370ff3-6cab-4e85-8995-295fd854c5b8)
5 Logging and Monitoring,Ensure that a 'Diagnostics Setting' exists,CIS Microsoft Azure Foundations Benchmark recommendation 5.1.1,Shared,---,---,---,---,
5 Logging and Monitoring,Ensure that a 'Diagnostics Setting' exists,CIS Microsoft Azure Foundations Benchmark recommendation 5.1.1,Shared,Determine auditable events,CMA_0137 - Determine auditable events,"Manual, Disabled",1:00:00,2f67e567-03db-9d1f-67dc-b6ffb91312f4)
5 Logging and Monitoring,Ensure Diagnostic Setting captures appropriate categories,CIS Microsoft Azure Foundations Benchmark recommendation 5.1.2,Shared,---,---,---,---,
5 Logging and Monitoring,Ensure Diagnostic Setting captures appropriate categories,CIS Microsoft Azure Foundations Benchmark recommendation 5.1.2,Shared,Audit privileged functions,CMA_0019 - Audit privileged functions,"Manual, Disabled",1:00:00,f26af0b1-65b6-689a-a03f-352ad2d00f98)
5 Logging and Monitoring,Ensure Diagnostic Setting captures appropriate categories,CIS Microsoft Azure Foundations Benchmark recommendation 5.1.2,Shared,Audit user account status,CMA_0020 - Audit user account status,"Manual, Disabled",1:00:00,49c23d9b-02b0-0e42-4f94-e8cef1b8381b)
5 Logging and Monitoring,Ensure Diagnostic Setting captures appropriate categories,CIS Microsoft Azure Foundations Benchmark recommendation 5.1.2,Shared,Configure Azure Aufit capabilities,CMA_C1108 - Configure Azure Aufit capabilities,"Manual, Disabled",1:00:00,a3e98638-51d4-4e28-910a-60e98c1a756f)
5 Logging and Monitoring,Ensure Diagnostic Setting captures appropriate categories,CIS Microsoft Azure Foundations Benchmark recommendation 5.1.2,Shared,Determine auditable events,CMA_0137 - Determine auditable events,"Manual, Disabled",1:00:00,2f67e567-03db-9d1f-67dc-b6ffb91312f4)
5 Logging and Monitoring,Ensure Diagnostic Setting captures appropriate categories,CIS Microsoft Azure Foundations Benchmark recommendation 5.1.2,Shared,Review audit data,CMA_0466 - Review audit data,"Manual, Disabled",1:00:00,6625638f-3ba1-7404-5983-0ea33d719d34)
5 Logging and Monitoring,Ensure the storage container storing the activity logs is not publicly accessible,CIS Microsoft Azure Foundations Benchmark recommendation 5.1.3,Shared,---,---,---,---,
5 Logging and Monitoring,Ensure the storage container storing the activity logs is not publicly accessible,CIS Microsoft Azure Foundations Benchmark recommendation 5.1.3,Shared,[Preview]: Storage account public access should be disallowed,"Anonymous public read access to containers and blobs in Azure Storage is a convenient way to share data but might present security risks. To prevent data breaches caused by undesired anonymous access, Microsoft recommends preventing public access to a storage account unless your scenario requires it.","audit, Audit, deny, Deny, disabled, Disabled",3.1.0-preview,
5 Logging and Monitoring,Ensure the storage container storing the activity logs is not publicly accessible,CIS Microsoft Azure Foundations Benchmark recommendation 5.1.3,Shared,Enable dual or joint authorization,CMA_0226 - Enable dual or joint authorization,"Manual, Disabled",1:00:00,2c843d78-8f64-92b5-6a9b-e8186c0e7eb6)
5 Logging and Monitoring,Ensure the storage container storing the activity logs is not publicly accessible,CIS Microsoft Azure Foundations Benchmark recommendation 5.1.3,Shared,Protect audit information,CMA_0401 - Protect audit information,"Manual, Disabled",1:00:00,0e696f5a-451f-5c15-5532-044136538491)
5 Logging and Monitoring,Ensure the storage account containing the container with activity logs is encrypted with BYOK (Use Your Own Key),CIS Microsoft Azure Foundations Benchmark recommendation 5.1.4,Shared,---,---,---,---,
5 Logging and Monitoring,Ensure the storage account containing the container with activity logs is encrypted with BYOK (Use Your Own Key),CIS Microsoft Azure Foundations Benchmark recommendation 5.1.4,Shared,Enable dual or joint authorization,CMA_0226 - Enable dual or joint authorization,"Manual, Disabled",1:00:00,2c843d78-8f64-92b5-6a9b-e8186c0e7eb6)
5 Logging and Monitoring,Ensure the storage account containing the container with activity logs is encrypted with BYOK (Use Your Own Key),CIS Microsoft Azure Foundations Benchmark recommendation 5.1.4,Shared,Maintain integrity of audit system,CMA_C1133 - Maintain integrity of audit system,"Manual, Disabled",1:00:00,c0559109-6a27-a217-6821-5a6d44f92897)
5 Logging and Monitoring,Ensure the storage account containing the container with activity logs is encrypted with BYOK (Use Your Own Key),CIS Microsoft Azure Foundations Benchmark recommendation 5.1.4,Shared,Protect audit information,CMA_0401 - Protect audit information,"Manual, Disabled",1:00:00,0e696f5a-451f-5c15-5532-044136538491)
5 Logging and Monitoring,Ensure the storage account containing the container with activity logs is encrypted with BYOK (Use Your Own Key),CIS Microsoft Azure Foundations Benchmark recommendation 5.1.4,Shared,Storage account containing the container with activity logs must be encrypted with BYOK,This policy audits if the Storage account containing the container with activity logs is encrypted with BYOK. The policy works only if the storage account lies on the same subscription as activity logs by design. More information on Azure Storage encryption at rest can be found here https://aka.ms/azurestoragebyok.,"AuditIfNotExists, Disabled",1:00:00,fbb99e8e-e444-4da0-9ff1-75c92f5a85b2)
